SGD_name	Genes	gene_biotype	start_position	end_position	strand	length	status	chromosome_name	status_description
S000007273	Q0120	ORF	36540	42251	1	5712	Verified	mt	Active
S000007274	Q0130	ORF	46723	46953	1	231	Verified	mt	Active
S000007275	Q0140	ORF	48901	50097	1	1197	Verified	mt	Active
S000007279	Q0160	ORF	61022	61729	1	708	Verified	mt	Active
S000007281	Q0250	ORF	73758	74513	1	756	Verified	mt	Active
S000007282	Q0255	ORF	74495	75984	1	1490	Uncharacterized	mt	Active
S000007283	Q0275	ORF	79213	80022	1	810	Verified	mt	Active
S000007287	Q0020	rRNA_gene	6546	8194	1	1649		mt	Active
S000007288	Q0158	rRNA_gene	58009	62447	1	4439		mt	Active
S000007291	snR5	snoRNA_gene	842403	842606	1	204		XV	Active
S000007292	snR9	snoRNA_gene	407948	408134	-1	187		XV	Active
S000007293	snR11	snoRNA_gene	652275	652532	1	258		XIII	Active
S000007294	snR17a	snoRNA_gene	780107	780596	1	490		XV	Active
S000007295	snR19	snRNA_gene	230105	230672	-1	568		XIV	Active
S000007296	snR31	snoRNA_gene	841958	842182	-1	225		XV	Active
S000007297	snR32	snoRNA_gene	381540	381727	1	188		VIII	Active
S000007298	snR33	snoRNA_gene	142364	142546	-1	183		III	Active
S000007299	snR35	snoRNA_gene	759326	759529	-1	204		XV	Active
S000007300	snR36	snoRNA_gene	680685	680866	-1	182		XV	Active
S000007301	snR38	snoRNA_gene	283185	283279	1	95		XI	Active
S000007302	snR39	snoRNA_gene	365163	365251	-1	89		VII	Active
S000007303	snR39B	snoRNA_gene	366374	366469	-1	96		VII	Active
S000007304	snR40	snoRNA_gene	89210	89306	1	97		XIV	Active
S000007305	snR41	snoRNA_gene	719148	719242	-1	95		XVI	Active
S000007306	snR72	snoRNA_gene	298554	298651	1	98		XIII	Active
S000007307	snR73	snoRNA_gene	298307	298412	1	106		XIII	Active
S000007308	snR74	snoRNA_gene	298138	298225	1	88		XIII	Active
S000007309	snR75	snoRNA_gene	297918	298006	1	89		XIII	Active
S000007310	snR76	snoRNA_gene	297725	297833	1	109		XIII	Active
S000007311	snR77	snoRNA_gene	297506	297593	1	88		XIII	Active
S000007312	snR78	snoRNA_gene	297278	297364	1	87		XIII	Active
S000007313	snR79	snoRNA_gene	348427	348510	-1	84		XII	Active
S000007314	snR189	snoRNA_gene	178610	178798	-1	189		III	Active
S000007315	tA(UGC)Q	tRNA_gene	69846	69921	1	76		mt	Active
S000007316	tC(GCA)Q	tRNA_gene	64415	64490	1	76		mt	Active
S000007317	tD(GUC)Q	tRNA_gene	68322	68396	1	75		mt	Active
S000007318	tE(UUC)Q	tRNA_gene	35373	35444	1	72		mt	Active
S000007319	tF(GAA)Q	tRNA_gene	77431	77505	1	75		mt	Active
S000007320	tG(UCC)Q	tRNA_gene	67468	67542	1	75		mt	Active
S000007321	tH(GUG)Q	tRNA_gene	64596	64670	1	75		mt	Active
S000007322	tI(GAU)Q	tRNA_gene	70162	70237	1	76		mt	Active
S000007323	tK(UUU)Q	tRNA_gene	67061	67134	1	74		mt	Active
S000007324	tL(UAA)Q	tRNA_gene	66095	66179	1	85		mt	Active
S000007325	tM(CAU)Q1	tRNA_gene	72630	72705	1	76		mt	Active
S000007326	tM(CAU)Q2	tRNA_gene	85035	85112	1	78		mt	Active
S000007327	tN(GUU)Q	tRNA_gene	71433	71503	1	71		mt	Active
S000007328	tP(UGG)Q	tRNA_gene	731	802	1	72		mt	Active
S000007329	tQ(UUG)Q	tRNA_gene	66210	66285	1	76		mt	Active
S000007330	tR(ACG)Q2	tRNA_gene	69289	69362	1	74		mt	Active
S000007331	tR(UCU)Q1	tRNA_gene	67309	67381	1	73		mt	Active
S000007332	tS(GCU)Q1	tRNA_gene	69203	69288	1	86		mt	Active
S000007333	tS(UGA)Q2	tRNA_gene	48201	48290	1	90		mt	Active
S000007334	tT(UGU)Q1	tRNA_gene	63862	63937	1	76		mt	Active
S000007335	tT(UAG)Q2	tRNA_gene	78089	78162	-1	74		mt	Active
S000007336	tV(UAC)Q	tRNA_gene	78533	78608	1	76		mt	Active
S000007337	tW(UCA)Q	tRNA_gene	9374	9447	1	74		mt	Active
S000007338	tY(GUA)Q	tRNA_gene	70824	70907	1	84		mt	Active
S000007339	YOL077W-A	ORF	185438	185644	1	207	Verified	XV	Active
S000007344	YDR034C-C	transposable_element_gene	518040	519356	-1	1317		IV	Active
S000007345	YDR034C-D	transposable_element_gene	514043	519356	-1	5314		IV	Active
S000007346	YGR109W-A	transposable_element_gene	707610	708482	1	873		VII	Active
S000007347	YGR109W-B	transposable_element_gene	707610	712254	1	4645		VII	Active
S000007348	YJR135W-A	ORF	676971	677234	1	264	Verified	X	Active
S000007349	YOL103W-A	transposable_element_gene	118000	119322	1	1323		XV	Active
S000007350	YOL103W-B	transposable_element_gene	118000	123268	1	5269		XV	Active
S000007351	YOR142W-A	transposable_element_gene	595112	596434	1	1323		XV	Active
S000007352	YOR142W-B	transposable_element_gene	595112	600380	1	5269		XV	Active
S000007353	YOR192C-A	transposable_element_gene	708416	709732	-1	1317		XV	Active
S000007354	YOR192C-B	transposable_element_gene	704419	709732	-1	5314		XV	Active
S000007355	YOR343W-A	transposable_element_gene	970578	971894	1	1317		XV	Active
S000007356	YOR343W-B	transposable_element_gene	970578	975891	1	5314		XV	Active
S000007357	YPL257W-A	transposable_element_gene	56748	58070	1	1323		XVI	Active
S000007358	YPL257W-B	transposable_element_gene	56748	62016	1	5269		XVI	Active
S000007359	YPR137C-A	transposable_element_gene	808947	810269	-1	1323		XVI	Active
S000007360	YPR137C-B	transposable_element_gene	805001	810269	-1	5269		XVI	Active
S000007361	YPR158C-C	transposable_element_gene	854935	856257	-1	1323		XVI	Active
S000007362	YPR158C-D	transposable_element_gene	850989	856257	-1	5269		XVI	Active
S000007363	YPR158W-A	transposable_element_gene	844709	846031	1	1323		XVI	Active
S000007364	YPR158W-B	transposable_element_gene	844709	849980	1	5272		XVI	Active
S000007367	YGR161C-C	transposable_element_gene	821693	823015	-1	1323		VII	Active
S000007368	YGR161C-D	transposable_element_gene	817747	823015	-1	5269		VII	Active
S000007369	YGR161W-A	transposable_element_gene	811738	813054	1	1317		VII	Active
S000007370	YGR161W-B	transposable_element_gene	811738	817051	1	5314		VII	Active
S000007371	YHL009W-A	transposable_element_gene	85909	87150	1	1242		VIII	Active
S000007372	YHL009W-B	transposable_element_gene	85909	91318	1	5410		VIII	Active
S000007373	YLR157C-A	transposable_element_gene	480279	481601	-1	1323		XII	Active
S000007374	YLR157C-B	transposable_element_gene	476333	481601	-1	5269		XII	Active
S000007375	YLR227W-A	transposable_element_gene	593438	594760	1	1323		XII	Active
S000007376	YLR227W-B	transposable_element_gene	593438	598706	1	5269		XII	Active
S000007377	YLR256W-A	transposable_element_gene	651117	652439	1	1323		XII	Active
S000007379	YLR410W-A	transposable_element_gene	941483	942799	1	1317		XII	Active
S000007380	YLR410W-B	transposable_element_gene	941483	946796	1	5314		XII	Active
S000007381	YML045W-A	transposable_element_gene	184461	185783	1	1323		XIII	Active
S000007384	YNL054W-A	transposable_element_gene	519456	520778	1	1323		XIV	Active
S000007385	YNL054W-B	transposable_element_gene	519456	524706	1	5251		XIV	Active
S000007386	YNL284C-A	transposable_element_gene	100910	102232	-1	1323		XIV	Active
S000007387	YNL284C-B	transposable_element_gene	96964	102232	-1	5269		XIV	Active
S000007388	YPL060C-A	transposable_element_gene	437333	442742	-1	5410		XVI	Active
S000007390	YDR098C-A	transposable_element_gene	649804	651126	-1	1323		IV	Active
S000007391	YDR098C-B	transposable_element_gene	645858	651126	-1	5269		IV	Active
S000007392	YDR210W-A	transposable_element_gene	872112	873428	1	1317		IV	Active
S000007393	YDR210W-B	transposable_element_gene	872112	877425	1	5314		IV	Active
S000007394	YDR261C-C	transposable_element_gene	991027	992349	-1	1323		IV	Active
S000007395	YDR261C-D	transposable_element_gene	987534	992349	-1	4816		IV	Active
S000007396	YDR261W-A	transposable_element_gene	981462	982778	1	1317		IV	Active
S000007397	YDR261W-B	transposable_element_gene	981462	986775	1	5314		IV	Active
S000007398	YDR316W-A	transposable_element_gene	1096064	1097386	1	1323		IV	Active
S000007399	YDR316W-B	transposable_element_gene	1096064	1101332	1	5269		IV	Active
S000007400	YDR365W-A	transposable_element_gene	1206997	1208319	1	1323		IV	Active
S000007401	YDR365W-B	transposable_element_gene	1206997	1212265	1	5269		IV	Active
S000007402	YER137C-A	transposable_element_gene	447702	449024	-1	1323		V	Active
S000007403	YER159C-A	transposable_element_gene	496802	498124	-1	1323		V	Active
S000007404	YFL002W-B	transposable_element_gene	138204	139520	1	1317		VI	Active
S000007405	YGR027W-A	transposable_element_gene	536057	537379	1	1323		VII	Active
S000007406	YGR027W-B	transposable_element_gene	536057	541325	1	5269		VII	Active
S000007407	YGR038C-A	transposable_element_gene	566145	567467	-1	1323		VII	Active
S000007408	YGR038C-B	transposable_element_gene	562199	567467	-1	5269		VII	Active
S000007409	YDR210C-C	transposable_element_gene	882605	883927	-1	1323		IV	Active
S000007410	YDR210C-D	transposable_element_gene	878659	883927	-1	5269		IV	Active
S000007421	YHR214C-C	transposable_element_gene	547910	549346	-1	1437		VIII	Active
S000007429	YCRCTAU1	long_terminal_repeat	150695	151055	-1	361		III	Active
S000007436	NME1	snoRNA_gene	585587	585926	1	340		XIV	Active
S000007441	snR17b	snoRNA_gene	281056	281517	-1	462		XVI	Active
S000007455	YHR072W-A	ORF	241664	241840	1	177	Verified	VIII	Active
S000007460	snR49	snoRNA_gene	716120	716284	1	165		XIV	Active
S000007472	YML058W-A	ORF	158760	158966	1	207	Verified	XIII	Active
S000007488	YBL059C-A	ORF	110125	110539	-1	415	Verified	II	Active
S000007496	YHR132W-A	ORF	370054	370449	1	396	Verified	VIII	Active
S000007497	snR30	snoRNA_gene	198784	199389	1	606		XII	Active
S000007499	snR10	snoRNA_gene	345986	346230	1	245		VII	Active
S000007500	snR18	snoRNA_gene	142367	142468	1	102		I	Active
S000007501	snR24	snoRNA_gene	499984	500072	-1	89		XIII	Active
S000007521	YBR058C-A	ORF	356324	356566	-1	243	Verified	II	Active
S000007522	YBR085C-A	ORF	418907	419164	-1	258	Verified	II	Active
S000007523	YER053C-A	ORF	260933	261046	-1	114	Verified	V	Active
S000007524	YMR122W-A	ORF	511315	511569	1	255	Uncharacterized	XIII	Active
S000007525	YNR034W-A	ORF	692561	692857	1	297	Verified	XIV	Active
S000007526	YOR396W	ORF	1085473	1090863	1	5391	Uncharacterized	XV	Active
S000007547	YCL057C-A	ORF	24032	24325	-1	294	Verified	III	Active
S000007548	YCL026C-B	ORF	73405	73986	-1	582	Verified	III	Active
S000007549	YCL021W-A	ORF	83620	83997	1	378	Uncharacterized	III	Active
S000007553	ARS1021	ARS	684009	684098	0	90		X	Active
S000007554	ARS1501	ARS	489683	489942	0	260		XV	Active
S000007586	YAL044W-A	ORF	57518	57850	1	333	Uncharacterized	I	Active
S000007587	YBL071W-A	ORF	89978	90226	1	249	Verified	II	Active
S000007588	YDL085C-A	ORF	302464	302670	-1	207	Uncharacterized	IV	Active
S000007590	YER014C-A	ORF	183731	184700	-1	970	Verified	V	Active
S000007591	YBL029C-A	ORF	164488	164772	-1	285	Verified	II	Active
S000007592	YBL108C-A	ORF	7605	7733	-1	129	Verified	II	Active
S000007595	YBR233W-A	ORF	684977	685261	1	285	Verified	II	Active
S000007596	YCL001W-B	ORF	113770	114024	1	255	Uncharacterized	III	Active
S000007599	YDL159W-A	ORF	172182	172313	1	132	Uncharacterized	IV	Active
S000007603	YDR079C-A	ORF	603593	603811	-1	219	Verified	IV	Active
S000007604	YDR320C-A	ORF	1108280	1108498	-1	219	Verified	IV	Active
S000007605	YDR379C-A	ORF	1233278	1233517	-1	240	Verified	IV	Active
S000007606	YFR012W-A	ORF	169224	169310	1	87	Uncharacterized	VI	Active
S000007607	YGL258W-A	ORF	9162	9395	1	234	Uncharacterized	VII	Active
S000007608	YGR271C-A	ORF	1037800	1038501	-1	702	Verified	VII	Active
S000007610	YJL052C-A	ORF	337884	338003	-1	120	Uncharacterized	X	Active
S000007611	YJL062W-A	ORF	316723	316980	1	258	Verified	X	Active
S000007615	YKL018C-A	ORF	403580	403879	-1	300	Uncharacterized	XI	Active
S000007616	YKL106C-A	ORF	237147	237266	-1	120	Uncharacterized	XI	Active
S000007618	YLR099W-A	ORF	341325	341588	1	264	Verified	XII	Active
S000007620	YLR363W-A	ORF	853461	853718	1	258	Verified	XII	Active
S000007621	YML007C-A	ORF	253162	253272	-1	111	Uncharacterized	XIII	Active
S000007624	YNL162W-A	ORF	330329	330547	1	219	Uncharacterized	XIV	Active
S000007626	YOL086W-A	ORF	159173	159445	1	273	Verified	XV	Active
S000007627	YOL159C-A	ORF	15233	15505	-1	273	Verified	XV	Active
S000007633	ARS601	ARS	32473	32995	0	523		VI	Active
S000007634	ARS602	ARS	32667	33247	0	581		VI	Active
S000007635	ARS603	ARS	68759	68861	0	103		VI	Active
S000007636	ARS604	ARS	127751	128071	0	321		VI	Active
S000007637	ARS605	ARS	135985	136085	0	101		VI	Active
S000007638	ARS606	ARS	167547	167801	0	255		VI	Active
S000007639	ARS607	ARS	199395	199505	0	111		VI	Active
S000007640	ARS608	ARS	216357	216704	0	348		VI	Active
S000007641	ARS609	ARS	256277	256431	0	155		VI	Active
S000007642	ARS701	ARS	231907	231981	0	75		VII	Active
S000007643	ARS1502	ARS	600886	600960	0	75		XV	Active
S000007644	ARS913	ARS	214624	214754	0	131		IX	Active
S000007645	ARS603.5	ARS	118637	118957	0	321		VI	Active
S000007649	YBR255C-A	ORF	726618	727074	-1	457	Uncharacterized	II	Active
S000007650	YDR381C-A	ORF	1238312	1238850	-1	539	Verified	IV	Active
S000007651	YER074W-A	ORF	307653	308123	1	471	Verified	V	Active
S000028421	YKL138C-A	ORF	184803	185012	-1	210	Verified	XI	Active
S000028422	YLR154W-C	ORF	454696	455070	1	375	Verified	XII	Active
S000028423	YPL096C-A	ORF	366529	366735	-1	207	Verified	XVI	Active
S000028425	YPR036W-A	ORF	645950	646153	1	204	Verified	XVI	Active
S000028437	YER180C-A	ORF	550865	551122	-1	258	Verified	V	Active
S000028438	ARS1001	ARS	65	577	0	513		X	Active
S000028439	ARS1002	ARS	7445	7943	0	499		X	Active
S000028440	ARS1003	ARS	16124	16762	0	639		X	Active
S000028441	ARS1004	ARS	23662	24158	0	497		X	Active
S000028442	ARS1005	ARS	67663	67736	0	74		X	Active
S000028443	ARS1006	ARS	99458	99678	0	221		X	Active
S000028444	ARS1007	ARS	113678	113749	0	72		X	Active
S000028445	ARS1008	ARS	204029	204917	0	889		X	Active
S000028446	ARS1009	ARS	228552	229043	0	492		X	Active
S000028447	ARS1010	ARS	298981	299245	0	265		X	Active
S000028448	ARS1011	ARS	337281	337529	0	249		X	Active
S000028449	ARS1012	ARS	374880	375122	0	243		X	Active
S000028450	ARS1013	ARS	375706	376227	0	522		X	Active
S000028451	ARS1014	ARS	417195	417440	0	246		X	Active
S000028452	ARS1015	ARS	442556	442965	0	410		X	Active
S000028453	ARS1016	ARS	454584	455555	0	972		X	Active
S000028454	ARS1017	ARS	459337	459895	0	559		X	Active
S000028455	ARS1018	ARS	540546	540780	0	235		X	Active
S000028456	ARS1019	ARS	612846	613278	0	433		X	Active
S000028457	ARS1020	ARS	654375	654614	0	240		X	Active
S000028458	ARS1022	ARS	711896	712142	0	247		X	Active
S000028459	ARS1023	ARS	729983	730513	0	531		X	Active
S000028460	ARS1024	ARS	737034	737275	0	242		X	Active
S000028461	ARS1025	ARS	744408	745008	0	601		X	Active
S000028466	snR84	snoRNA_gene	1492477	1493026	-1	550		IV	Active
S000028467	snR82	snoRNA_gene	316788	317055	1	268		VII	Active
S000028468	snR83	snoRNA_gene	626349	626654	1	306		XIII	Active
S000028470	RUF5-1	ncRNA_gene	212409	213118	1	710		VIII	Active
S000028474	RUF5-2	ncRNA_gene	214407	215116	1	710		VIII	Active
S000028476	ARS300	ARS	989	1068	0	80		III	Active
S000028477	ARS301	ARS	11146	11401	0	256		III	Active
S000028478	ARS302	ARS	14575	14849	0	275		III	Active
S000028479	ARS303	ARS	14871	15213	0	343		III	Active
S000028480	ARS320	ARS	15214	16274	0	1061		III	Active
S000028481	ARS304	ARS	30200	30657	0	458		III	Active
S000028482	ARS305	ARS	39508	39595	0	88		III	Active
S000028483	ARS306	ARS	74458	74677	0	220		III	Active
S000028484	ARS307	ARS	108727	109060	0	334		III	Active
S000028485	ARS308	ARS	114321	114939	0	619		III	Active
S000028486	ARS309	ARS	132043	132120	0	78		III	Active
S000028487	ARS310	ARS	166503	167348	0	846		III	Active
S000028488	ARS313	ARS	194308	194367	0	60		III	Active
S000028489	ARS314	ARS	197460	197598	0	139		III	Active
S000028490	ARS315	ARS	224816	225061	0	246		III	Active
S000028491	ARS316	ARS	272852	273095	0	244		III	Active
S000028492	ARS317	ARS	292638	292694	0	57		III	Active
S000028493	ARS318	ARS	294820	294901	0	82		III	Active
S000028494	ARS319	ARS	315807	315879	0	73		III	Active
S000028508	YCL005W-A	ORF	107023	107417	1	395	Verified	III	Active
S000028509	YNL138W-A	ORF	366033	366412	1	380	Verified	XIV	Active
S000028510	YBR111W-A	ORF	462139	462579	1	441	Verified	II	Active
S000028511	YIL156W-B	ORF	47690	47973	1	284	Uncharacterized	IX	Active
S000028512	YKR095W-A	ORF	625864	626205	1	342	Verified	XI	Active
S000028513	YJR112W-A	ORF	637790	638168	1	379	Uncharacterized	X	Active
S000028514	YMR194C-B	ORF	652594	652887	-1	294	Verified	XIII	Active
S000028515	YPR170W-B	ORF	883239	883595	1	357	Uncharacterized	XVI	Active
S000028516	YOR072W-B	ORF	464469	464630	1	162	Uncharacterized	XV	Active
S000028517	YBL039W-B	ORF	143393	143572	1	180	Uncharacterized	II	Active
S000028518	YCL058W-A	ORF	23584	23925	1	342	Verified	III	Active
S000028519	YCR075W-A	ORF	248975	249202	1	228	Verified	III	Active
S000028520	YDL160C-A	ORF	169366	169608	-1	243	Verified	IV	Active
S000028521	YGR169C-A	ORF	836387	836665	-1	279	Verified	VII	Active
S000028522	YJL127C-B	ORF	181551	181709	-1	159	Uncharacterized	X	Active
S000028523	YJR005C-A	ORF	448477	448758	-1	282	Verified	X	Active
S000028524	YKL068W-A	ORF	309206	309442	1	237	Uncharacterized	XI	Active
S000028525	YLR307C-A	ORF	746848	747111	-1	264	Uncharacterized	XII	Active
S000028526	YOR020W-A	ORF	371685	371957	1	273	Uncharacterized	XV	Active
S000028527	YPL189C-A	ORF	188307	188513	-1	207	Verified	XVI	Active
S000028529	YBL008W-A	ORF	209409	209648	1	240	Uncharacterized	II	Active
S000028532	YBR072C-A	ORF	382860	383021	-1	162	Uncharacterized	II	Active
S000028534	YBR196C-A	ORF	614024	614173	-1	150	Uncharacterized	II	Active
S000028535	YBR200W-A	ORF	622983	623147	1	165	Uncharacterized	II	Active
S000028536	YCR108C	ORF	315997	316188	-1	192	Uncharacterized	III	Active
S000028537	YDL022C-A	ORF	409808	410056	-1	249	Uncharacterized	IV	Active
S000028538	YDR169C-A	ORF	794574	794723	-1	150	Uncharacterized	IV	Active
S000028539	YDR182W-A	ORF	829151	829354	1	204	Uncharacterized	IV	Active
S000028541	YDR194W-A	ORF	848071	848223	1	153	Uncharacterized	IV	Active
S000028542	YDR246W-A	ORF	955133	955333	1	201	Uncharacterized	IV	Active
S000028546	YER078W-A	ORF	318646	318810	1	165	Uncharacterized	V	Active
S000028547	YFL041W-A	ORF	48734	48925	1	192	Uncharacterized	VI	Active
S000028548	YGL041C-B	ORF	418704	418886	-1	183	Uncharacterized	VII	Active
S000028550	YGR121W-A	ORF	733412	733627	1	216	Uncharacterized	VII	Active
S000028551	YGR240C-A	ORF	974577	974777	-1	201	Uncharacterized	VII	Active
S000028552	YHR086W-A	ORF	280231	280392	1	162	Uncharacterized	VIII	Active
S000028553	YHR175W-A	ORF	453558	453707	1	150	Uncharacterized	VIII	Active
S000028556	YIL134C-A	ORF	96522	96725	-1	204	Uncharacterized	IX	Active
S000028557	YJR151W-A	ORF	717580	717630	1	51	Uncharacterized	X	Active
S000028558	YKL183C-A	ORF	98395	98607	-1	213	Uncharacterized	XI	Active
S000028560	YLL006W-A	ORF	136345	136521	1	177	Uncharacterized	XII	Active
S000028561	YLR154C-G	ORF	462522	462671	-1	150	Uncharacterized	XII	Active
S000028562	YLR154C-H	ORF	468827	468958	-1	132	Uncharacterized	XII	Active
S000028564	YLR156C-A	ORF	472479	472610	-1	132	Uncharacterized	XII	Active
S000028565	YLR157C-C	ORF	482059	482190	-1	132	Uncharacterized	XII	Active
S000028566	YLR159C-A	ORF	485711	485842	-1	132	Uncharacterized	XII	Active
S000028567	YLR162W-A	ORF	490406	490594	1	189	Uncharacterized	XII	Active
S000028569	YLR285C-A	ORF	708168	708338	-1	171	Uncharacterized	XII	Active
S000028571	YLR342W-A	ORF	815810	815983	1	174	Uncharacterized	XII	Active
S000028572	YLR412C-A	ORF	950267	950473	-1	207	Uncharacterized	XII	Active
S000028573	YML054C-A	ORF	167623	167781	-1	159	Uncharacterized	XIII	Active
S000028574	YMR030W-A	ORF	337313	337603	1	291	Uncharacterized	XIII	Active
S000028576	YMR230W-A	ORF	733268	733456	1	189	Uncharacterized	XIII	Active
S000028579	YNL130C-A	ORF	381245	381391	-1	147	Uncharacterized	XIV	Active
S000028580	YOL164W-A	ORF	4130	4312	1	183	Uncharacterized	XV	Active
S000028581	YOR011W-A	ORF	355652	355858	1	207	Uncharacterized	XV	Active
S000028584	YOR316C-A	ORF	907726	907935	-1	210	Uncharacterized	XV	Active
S000028586	YOR376W-A	ORF	1045196	1045351	1	156	Uncharacterized	XV	Active
S000028587	YOR381W-A	ORF	1058423	1058590	1	168	Uncharacterized	XV	Active
S000028588	YPL038W-A	ORF	480182	480373	1	192	Uncharacterized	XVI	Active
S000028590	YPR108W-A	ORF	744175	744387	1	213	Uncharacterized	XVI	Active
S000028593	YAL067W-A	ORF	2480	2707	1	228	Uncharacterized	I	Active
S000028595	YAR035C-A	ORF	192337	192417	-1	81	Uncharacterized	I	Active
S000028597	YBL071C-B	ORF	89458	89556	-1	99	Uncharacterized	II	Active
S000028598	YBL100W-C	ORF	28427	28546	1	120	Uncharacterized	II	Active
S000028600	YBR126W-A	ORF	490850	491056	1	207	Verified	II	Active
S000028603	YBR182C-A	ORF	595361	595555	-1	195	Uncharacterized	II	Active
S000028605	YBR296C-A	ORF	800123	800242	-1	120	Uncharacterized	II	Active
S000028606	YBR298C-A	ORF	805035	805256	-1	222	Uncharacterized	II	Active
S000028625	YER175W-A	ORF	540650	540814	1	165	Uncharacterized	V	Active
S000028627	YER190C-B	ORF	575680	576162	-1	483	Uncharacterized	V	Active
S000028630	YFR032C-B	ORF	223710	223973	-1	264	Uncharacterized	VI	Active
S000028632	YGL007C-A	ORF	482941	483027	-1	87	Uncharacterized	VII	Active
S000028635	YGL188C-A	ORF	148824	148964	-1	141	Uncharacterized	VII	Active
S000028636	YGR031C-A	ORF	546809	547300	-1	492	Verified	VII	Active
S000028638	YGR146C-A	ORF	785276	785437	-1	162	Uncharacterized	VII	Active
S000028639	YGR174W-A	ORF	846655	846741	1	87	Uncharacterized	VII	Active
S000028640	YGR204C-A	ORF	909061	909174	-1	114	Uncharacterized	VII	Active
S000028645	YHR022C-A	ORF	151217	151306	-1	90	Uncharacterized	VIII	Active
S000028650	YHR212W-A	ORF	538742	538945	1	204	Uncharacterized	VIII	Active
S000028651	YHR213W-A	ORF	540549	540782	1	234	Uncharacterized	VIII	Active
S000028652	YHR213W-B	ORF	540800	541099	1	300	Uncharacterized	VIII	Active
S000028653	YHR214C-D	ORF	550648	550941	-1	294	Uncharacterized	VIII	Active
S000028654	YHR214C-E	ORF	551200	551499	-1	300	Uncharacterized	VIII	Active
S000028657	YIL105W-A	ORF	167664	167804	1	141	Uncharacterized	IX	Active
S000028661	YJL077W-A	ORF	294799	294885	1	87	Uncharacterized	X	Active
S000028662	YJL077W-B	ORF	294047	294145	1	99	Uncharacterized	X	Active
S000028667	YKL096C-B	ORF	259073	259222	-1	150	Uncharacterized	XI	Active
S000028672	YLL066W-B	ORF	5605	5775	1	171	Uncharacterized	XII	Active
S000028677	YLR157W-D	ORF	475764	475976	1	213	Uncharacterized	XII	Active
S000028678	YLR157W-E	ORF	481873	482037	1	165	Uncharacterized	XII	Active
S000028683	YLR406C-A	ORF	932206	932355	-1	150	Uncharacterized	XII	Active
S000028688	YML100W-A	ORF	70138	70311	1	174	Uncharacterized	XIII	Active
S000028691	YMR001C-A	ORF	271347	271577	-1	231	Uncharacterized	XIII	Active
S000028692	YMR105W-A	ORF	478064	478258	1	195	Uncharacterized	XIII	Active
S000028693	YMR182W-A	ORF	625811	625897	1	87	Uncharacterized	XIII	Active
S000028694	YMR242W-A	ORF	754297	754386	1	90	Uncharacterized	XIII	Active
S000028696	YMR272W-B	ORF	811089	811196	1	108	Uncharacterized	XIII	Active
S000028697	YMR315W-A	ORF	904286	904393	1	108	Uncharacterized	XIII	Active
S000028698	YNL024C-A	ORF	586602	586820	-1	219	Verified	XIV	Active
S000028699	YNL097C-B	ORF	440797	440919	-1	123	Uncharacterized	XIV	Active
S000028706	YNR075C-A	ORF	781511	781603	-1	93	Uncharacterized	XIV	Active
S000028707	YOL019W-A	ORF	288420	288572	1	153	Uncharacterized	XV	Active
S000028709	YOL166W-A	ORF	585	740	1	156	Uncharacterized	XV	Active
S000028710	YOR032W-A	ORF	392176	392376	1	201	Uncharacterized	XV	Active
S000028712	YOR161C-C	ORF	639121	639267	-1	147	Uncharacterized	XV	Active
S000028718	YOR394C-A	ORF	1084202	1084369	-1	168	Uncharacterized	XV	Active
S000028721	YPL152W-A	ORF	264602	264700	1	99	Uncharacterized	XVI	Active
S000028725	YPR159C-A	ORF	860314	860415	-1	102	Uncharacterized	XVI	Active
S000028732	YAL037C-A	ORF	73426	73518	-1	93	Uncharacterized	I	Active
S000028736	YBR056W-A	ORF	351255	351455	1	201	Uncharacterized	II	Active
S000028739	YDR524C-B	ORF	1489598	1489798	-1	201	Uncharacterized	IV	Active
S000028740	YDR524W-C	ORF	1489403	1489492	1	90	Uncharacterized	IV	Active
S000028746	YER038W-A	ORF	228451	228831	1	381	Uncharacterized	V	Active
S000028764	YER188C-A	ORF	569608	569907	-1	300	Uncharacterized	V	Active
S000028769	YGL006W-A	ORF	485423	485533	1	111	Uncharacterized	VII	Active
S000028804	YJL047C-A	ORF	349044	349178	-1	135	Uncharacterized	X	Active
S000028805	YJL133C-A	ORF	159623	159847	-1	225	Uncharacterized	X	Active
S000028806	YJL136W-A	ORF	156169	156252	1	84	Uncharacterized	X	Active
S000028808	YLR264C-A	ORF	673828	673944	-1	117	Uncharacterized	XII	Active
S000028810	YNL067W-B	ORF	499417	499557	1	141	Uncharacterized	XIV	Active
S000028811	YOL013W-A	ORF	301047	301238	1	192	Uncharacterized	XV	Active
S000028812	YOL038C-A	ORF	254926	255021	-1	96	Uncharacterized	XV	Active
S000028813	YAL063C-A	ORF	22395	22685	-1	291	Uncharacterized	I	Active
S000028816	YBR196C-B	ORF	614526	614630	-1	105	Uncharacterized	II	Active
S000028817	YBR221W-A	ORF	666538	666642	1	105	Uncharacterized	II	Active
S000028818	YCR024C-B	ORF	162599	162865	-1	267	Uncharacterized	III	Active
S000028819	YDR003W-A	ORF	454782	454904	1	123	Uncharacterized	IV	Active
S000028826	YGL041W-A	ORF	418825	419289	1	465	Uncharacterized	VII	Active
S000028827	YGR035W-A	ORF	557565	557786	1	222	Uncharacterized	VII	Active
S000028828	YHL015W-A	ORF	74699	74782	1	84	Uncharacterized	VIII	Active
